keyword_id,keyword,search_volume,cluster_id,is_noise,cluster_size,representative_keyword,cluster_total_volume,membership_probability,cluster_avg_probability
1506,wechat official accounts,210,28,false,182,hylink,55540,1.0,0.981933
1508,douyin,110000,38,false,39,douyin,119660,1.0,0.714357
1510,wechat videos,110,28,false,182,hylink,55540,1.0,0.981933
1512,website hosted in china,210,-1,true,239,sogou,43770,0.0,0.0
1521,china pet food market,30,57,false,38,china market food,4690,0.736743,0.848422
1522,seo for baidu,480,10,false,17,baidu seo optimization,4080,1.0,0.824796
1527,host website in china,170,-1,true,239,sogou,43770,0.0,0.0
1528,hosting in china,170,-1,true,239,sogou,43770,0.0,0.0
1531,chinese amazon competitor,210,48,false,27,chinese amazon equivalent,2520,1.0,0.782227
1539,tmall in english,260,11,false,36,tmall site,21260,0.605127,0.781541
1541,jd seller,30,51,false,51,jing dong,19110,0.814071,0.639117
1546,food supplements china,20,57,false,38,china market food,4690,1.0,0.848422
1554,china website shopping,320,59,false,21,chinese online shopping,12160,1.0,0.891961
1555,chinese ebay equivalent,110,48,false,27,chinese amazon equivalent,2520,0.308171,0.782227
1556,b2b china,90,-1,true,239,sogou,43770,0.0,0.0
1559,wechat business group,50,28,false,182,hylink,55540,1.0,0.981933
1560,official wechat account,210,28,false,182,hylink,55540,1.0,0.981933
1562,tmall store,30,11,false,36,tmall site,21260,1.0,0.781541
1566,marketing kol,590,56,false,29,marketing kol,4290,0.460005,0.70558
1572,what's on weibo,70,24,false,55,weidian,12300,1.0,0.896853
1573,china birth rate 2023,40,9,false,24,average wage china,29410,0.800163,0.800411
1574,taobao chinese websites,30,12,false,47,taobao mall,19270,0.942203,0.622651
1579,digital payments in china,30,26,false,34,payment in china,2240,0.855379,0.786265
1581,douyin online,40,38,false,39,douyin,119660,0.386155,0.714357
1582,tiktok shop china,30,15,false,39,china's tiktok,12770,0.978696,0.717361
1583,facebook alternative china,30,35,false,107,chinese social media,16720,1.0,0.976552
1584,chinese social media weibo,20,24,false,55,weidian,12300,1.0,0.896853
1586,china and social media,720,35,false,107,chinese social media,16720,1.0,0.976552
1587,mobile payment in china,70,26,false,34,payment in china,2240,0.735609,0.786265
1588,china video platform,70,41,false,12,chinese video sites,1000,1.0,1.0
1589,what social media do chinese use,90,35,false,107,chinese social media,16720,1.0,0.976552
1590,chinese social media like facebook,30,35,false,107,chinese social media,16720,1.0,0.976552
1592,influencers in chinese,140,3,false,22,chinese influencers,2450,1.0,0.810303
1593,chinese streamers,210,42,false,35,chinese streaming platforms,3380,1.0,0.741336
1594,chinese bloggers,170,35,false,107,chinese social media,16720,0.632657,0.976552
1601,rednote stickers,50,16,false,28,rednote chinese name,5400,1.0,0.63899
1615,618 china,50,62,false,57,china market,39670,1.0,0.935614
1617,most popular sports in china,590,-1,true,239,sogou,43770,0.0,0.0
1620,china social media,590,35,false,107,chinese social media,16720,1.0,0.976552
1625,how many costcos in china,40,34,false,26,costco china,14700,1.0,0.692672
1629,china trends,50,66,false,24,china fashion,3380,0.755914,0.783484
1632,china m&a,30,62,false,57,china market,39670,0.867332,0.935614
1636,daxue consulting,70,30,false,33,guanxi,4300,0.422521,0.657557
1637,lunar new year marketing,30,7,false,34,chinese new year by sales,4430,0.380189,0.62116
1639,jissbon,260,51,false,51,jing dong,19110,0.507267,0.639117
1641,market share china smartphone,140,-1,true,239,sogou,43770,0.0,0.0
1649,sam's club in china,140,34,false,26,costco china,14700,0.207735,0.692672
1658,little red book website,70,17,false,48,what is little red book,8520,1.0,0.937275
1660,what is c beauty,40,47,false,17,chinese beauty ideal,6270,0.830602,0.915839
1663,xiaohongshu little red book,50,-1,true,239,sogou,43770,0.0,0.0
1664,how to register alipay,40,27,false,22,wechat mini programs,2410,0.588302,0.832545
1665,tmall 618,40,11,false,36,tmall site,21260,1.0,0.781541
1666,facebook and wechat,170,28,false,182,hylink,55540,0.822509,0.981933
1667,little red book stock,40,17,false,48,what is little red book,8520,1.0,0.937275
1668,wechat services,30,28,false,182,hylink,55540,1.0,0.981933
1674,what is weibo,720,24,false,55,weidian,12300,1.0,0.896853
1675,xiaohongshu fashion,40,32,false,45,xiaohongshu,78650,0.487891,0.660984
1678,rednote guidelines,50,16,false,28,rednote chinese name,5400,0.578682,0.63899
1690,fashion trend in china,50,66,false,24,china fashion,3380,0.774248,0.783484
1692,china market china,40,62,false,57,china market,39670,1.0,0.935614
1694,xiaohongshu community guidelines,40,32,false,45,xiaohongshu,78650,1.0,0.660984
1695,xiaohongshu rednote,170,32,false,45,xiaohongshu,78650,0.276407,0.660984
1696,weibo wechat,110,28,false,182,hylink,55540,0.822509,0.981933
1701,wechat weibo,110,24,false,55,weidian,12300,0.4838,0.896853
1702,douyin company,10,-1,true,239,sogou,43770,0.0,0.0
1706,xiao hong shu translation,90,31,false,17,xiao hong shu,112970,1.0,0.931252
1715,china equivalent of amazon,50,48,false,27,chinese amazon equivalent,2520,0.677269,0.782227
1726,china retail websites,30,-1,true,239,sogou,43770,0.0,0.0
1728,tmall hong kong,70,11,false,36,tmall site,21260,1.0,0.781541
1731,online shopping sites in china,880,59,false,21,chinese online shopping,12160,0.922364,0.891961
1736,koc marketing,20,55,false,25,wofe,3350,1.0,0.756131
1738,what is koc,140,55,false,25,wofe,3350,1.0,0.756131
1740,baidu agency,30,14,false,21,baidu tieba,3970,1.0,0.998668
1741,china payment method,70,26,false,34,payment in china,2240,0.838292,0.786265
1743,youtube in china,260,36,false,28,youtube of china,4150,0.696614,0.773399
1744,payment system in china,90,26,false,34,payment in china,2240,1.0,0.786265
1746,baidu ppc agency,20,14,false,21,baidu tieba,3970,1.0,0.998668
1750,wechat payment,3600,25,false,13,wechat pay,11850,1.0,0.980474
1751,what does bilibili do,30,33,false,14,what is bilibili,2260,1.0,0.909239
1752,wechat mini apps,70,27,false,22,wechat mini programs,2410,1.0,0.832545
1753,618 tmall,40,11,false,36,tmall site,21260,0.925407,0.781541
1754,china's fashion trends,140,66,false,24,china fashion,3380,1.0,0.783484
1755,little red book xiao hong shu,70,-1,true,239,sogou,43770,0.0,0.0
1756,what is weibo used for,140,24,false,55,weidian,12300,1.0,0.896853
1757,xiaohongshu meaning,1000,32,false,45,xiaohongshu,78650,0.886499,0.660984
1761,celebrities on rednote,40,16,false,28,rednote chinese name,5400,0.286317,0.63899
1765,can you get paid on rednote,20,16,false,28,rednote chinese name,5400,0.286317,0.63899
1768,wechat post,70,28,false,182,hylink,55540,1.0,0.981933
1772,china shopping websites,720,59,false,21,chinese online shopping,12160,0.634042,0.891961
1782,china search engines list,40,5,false,52,chinese search engine,18000,1.0,0.908227
1784,goofish china,40,-1,true,239,sogou,43770,0.0,0.0
1785,what is the chinese amazon called,30,48,false,27,chinese amazon equivalent,2520,0.981915,0.782227
1794,how to use xiaohongshu,20,32,false,45,xiaohongshu,78650,0.492472,0.660984
1801,what is xiao hong shu,480,31,false,17,xiao hong shu,112970,1.0,0.931252
1802,what is little red book,1000,17,false,48,what is little red book,8520,1.0,0.937275
1804,chinese market website,40,54,false,15,chinese marketplace app,2030,1.0,0.939107
1806,redbook app china,90,17,false,48,what is little red book,8520,1.0,0.937275
1807,cosmetics in china,70,49,false,61,chinese beauty brands,7930,1.0,0.873949
1815,douyin what is it,90,38,false,39,douyin,119660,0.674765,0.714357
1816,kol chinese,20,-1,true,239,sogou,43770,0.0,0.0
1818,ecommerce agency china,50,52,false,76,china cross,12460,0.511893,0.704906
1819,ecommerce in china,70,52,false,76,china cross,12460,1.0,0.704906
1820,youtube alternative in china,110,36,false,28,youtube of china,4150,0.93859,0.773399
1821,weibo marketing,40,24,false,55,weidian,12300,1.0,0.896853
1822,mobile pay china,70,26,false,34,payment in china,2240,0.658021,0.786265
1823,digital payment in china,20,26,false,34,payment in china,2240,1.0,0.786265
1824,xiaohongshu vs douyin,70,-1,true,239,sogou,43770,0.0,0.0
1825,dianping app,110,2,false,14,dianping,3560,1.0,0.989164
1828,china content marketing,40,64,false,23,digital marketing agency in china,2240,0.749104,0.882914
1829,china live streamers,40,42,false,35,chinese streaming platforms,3380,0.940254,0.741336
1831,china b2b,30,-1,true,239,sogou,43770,0.0,0.0
1833,poizon china shop,30,-1,true,239,sogou,43770,0.0,0.0
1834,douyin video,170,38,false,39,douyin,119660,0.718105,0.714357
1835,china short video apps,30,-1,true,239,sogou,43770,0.0,0.0
1837,chinese short video apps,50,41,false,12,chinese video sites,1000,1.0,1.0
1838,little red book social media,260,17,false,48,what is little red book,8520,1.0,0.937275
1841,wechat operating system,50,28,false,182,hylink,55540,1.0,0.981933
1842,xiao hong shu website,480,31,false,17,xiao hong shu,112970,1.0,0.931252
1843,how to use weidian,50,24,false,55,weidian,12300,0.762143,0.896853
1846,chinese fashion trends 2025,50,66,false,24,china fashion,3380,1.0,0.783484
1847,wechat links,40,28,false,182,hylink,55540,1.0,0.981933
1849,wechat message template,50,28,false,182,hylink,55540,1.0,0.981933
1851,douyin news,110,38,false,39,douyin,119660,0.408152,0.714357
1852,chat en china,30,62,false,57,china market,39670,1.0,0.935614
1853,wechat for enterprise,50,28,false,182,hylink,55540,1.0,0.981933
1855,wechat stories,40,28,false,182,hylink,55540,1.0,0.981933
1860,china purchase online,260,59,false,21,chinese online shopping,12160,0.95686,0.891961
1869,online shopping stores in china,320,59,false,21,chinese online shopping,12160,1.0,0.891961
1870,t mall,4400,11,false,36,tmall site,21260,1.0,0.781541
1871,import food in china,480,57,false,38,china market food,4690,1.0,0.848422
1880,kuajing pinduoduo,30,21,false,14,dewu,1660,1.0,0.983396
1882,cosmetic industry in china,70,49,false,61,chinese beauty brands,7930,1.0,0.873949
1885,online shopping store china,320,59,false,21,chinese online shopping,12160,1.0,0.891961
1886,11.11 in china,50,20,false,28,11-11 day,4080,0.446221,0.726205
1888,what does baidu do,140,14,false,21,baidu tieba,3970,1.0,0.998668
1902,china consumers,50,50,false,29,what is 996 culture,1920,0.604751,0.582862
1903,beauty standards in china,170,47,false,17,chinese beauty ideal,6270,1.0,0.915839
1904,search engine market share in china,50,5,false,52,chinese search engine,18000,0.775178,0.908227
1905,how to create weibo account,30,24,false,55,weidian,12300,0.788949,0.896853
1906,china website design,110,-1,true,239,sogou,43770,0.0,0.0
1907,weibo english version,50,24,false,55,weidian,12300,1.0,0.896853
1909,search engines in china,1300,5,false,52,chinese search engine,18000,1.0,0.908227
1910,red book social media,170,17,false,48,what is little red book,8520,1.0,0.937275
1912,baidu rank tracking,170,10,false,17,baidu seo optimization,4080,0.248082,0.824796
1918,what search engine do they use in china,50,5,false,52,chinese search engine,18000,0.607534,0.908227
1920,china advertising,210,-1,true,239,sogou,43770,0.0,0.0
1924,google and baidu,40,13,false,13,baidu search engine,3560,1.0,0.988859
1930,china's version of youtube,90,36,false,28,youtube of china,4150,0.690615,0.773399
1931,is wechat social media,40,28,false,182,hylink,55540,1.0,0.981933
1932,alibaba and tencent,50,52,false,76,china cross,12460,0.486989,0.704906
1933,advertising on weibo,50,24,false,55,weidian,12300,0.594861,0.896853
1934,tiktok chinese version,170,15,false,39,china's tiktok,12770,0.704887,0.717361
1935,wechat users,110,28,false,182,hylink,55540,1.0,0.981933
1936,wechat marketing strategies,40,28,false,182,hylink,55540,1.0,0.981933
1937,facebook alternative in china,20,35,false,107,chinese social media,16720,1.0,0.976552
1938,douyin china,480,38,false,39,douyin,119660,0.591296,0.714357
1939,marketing strategies in china,50,56,false,29,marketing kol,4290,0.571338,0.70558
1943,what is kol stand for,50,55,false,25,wofe,3350,0.422198,0.756131
1944,payment system china,90,26,false,34,payment in china,2240,1.0,0.786265
1946,top kol,10,55,false,25,wofe,3350,0.55229,0.756131
1947,advertising in china,210,63,false,15,chinese advertising,1490,1.0,0.968289
1948,social media platform in china,70,35,false,107,chinese social media,16720,1.0,0.976552
1950,3pl china,90,43,false,15,china food delivery app,2550,1.0,0.997569
1952,xiaohongshu emoji guide,40,32,false,45,xiaohongshu,78650,1.0,0.660984
1953,wechat group chat,50,28,false,182,hylink,55540,1.0,0.981933
1956,trends in china,50,66,false,24,china fashion,3380,0.522532,0.783484
1957,wechat interface,70,28,false,182,hylink,55540,1.0,0.981933
1959,china double eleven,50,20,false,28,11-11 day,4080,0.446221,0.726205
1960,can you make money on rednote,880,16,false,28,rednote chinese name,5400,0.286317,0.63899
1962,douyin videos,170,38,false,39,douyin,119660,0.734523,0.714357
1964,what does pinduoduo do,30,21,false,14,dewu,1660,1.0,0.983396
1965,facebook wechat,170,28,false,182,hylink,55540,0.822509,0.981933
1966,wechat and qq,880,28,false,182,hylink,55540,0.782486,0.981933
1967,xiaohongshu website,480,32,false,45,xiaohongshu,78650,0.643927,0.660984
1969,wechat bot,90,28,false,182,hylink,55540,1.0,0.981933
1972,wechat-bot,90,28,false,182,hylink,55540,1.0,0.981933
1973,rednote user agreement,40,16,false,28,rednote chinese name,5400,1.0,0.63899
1976,rednote meaning,140,16,false,28,rednote chinese name,5400,0.480322,0.63899
1977,chinese mobile payment,70,26,false,34,payment in china,2240,0.761448,0.786265
1981,icp license in china,170,23,false,22,fliggy,6960,1.0,0.603641
1983,in china online shopping,70,59,false,21,chinese online shopping,12160,1.0,0.891961
1985,what is a mini app,40,27,false,22,wechat mini programs,2410,1.0,0.832545
1987,online wholesale market in china,140,54,false,15,chinese marketplace app,2030,0.802928,0.939107
2008,what does xiaohongshu mean,480,32,false,45,xiaohongshu,78650,0.492472,0.660984
2012,chinese online stores,2900,-1,true,239,sogou,43770,0.0,0.0
2017,weibo vs wechat,30,28,false,182,hylink,55540,0.822509,0.981933
2020,chinese online shopping,2900,59,false,21,chinese online shopping,12160,1.0,0.891961
2025,dolce & gabbana china,110,69,false,13,gucci in china,2590,1.0,0.975403
2037,chinese gift giving,30,7,false,34,chinese new year by sales,4430,1.0,0.62116
2038,yiwu market china,320,62,false,57,china market,39670,1.0,0.935614
2053,is douyin and tiktok the same,70,29,false,14,douyin/tiktok,3150,1.0,0.945894
2065,lunar new year ad,30,7,false,34,chinese new year by sales,4430,0.380189,0.62116
2073,what social media is allowed in china,40,35,false,107,chinese social media,16720,1.0,0.976552
2075,chinese advertising,320,63,false,15,chinese advertising,1490,1.0,0.968289
2076,redes sociales china,20,35,false,107,chinese social media,16720,1.0,0.976552
2079,rednote algorithm,30,16,false,28,rednote chinese name,5400,1.0,0.63899
2082,wechat social media,170,35,false,107,chinese social media,16720,0.647932,0.976552
2087,social apps in china,140,35,false,107,chinese social media,16720,1.0,0.976552
2089,fliggy travel,390,23,false,22,fliggy,6960,0.074868,0.603641
2090,baidu ppc,50,14,false,21,baidu tieba,3970,1.0,0.998668
2098,xiao hong shu,110000,31,false,17,xiao hong shu,112970,1.0,0.931252
2101,what are mini apps,30,27,false,22,wechat mini programs,2410,1.0,0.832545
2102,alibaba supermarket,140,19,false,25,single day 2025,7500,0.750323,0.885399
2103,xiaohongshu,74000,32,false,45,xiaohongshu,78650,0.712761,0.660984
2105,chinese red book app,40,17,false,48,what is little red book,8520,1.0,0.937275
2106,what is wechat application,170,28,false,182,hylink,55540,1.0,0.981933
2107,wechat group,110,28,false,182,hylink,55540,0.967534,0.981933
2108,xiaohongshu review,170,32,false,45,xiaohongshu,78650,1.0,0.660984
2109,rednote followers,50,16,false,28,rednote chinese name,5400,1.0,0.63899
2118,popular items in china,30,-1,true,239,sogou,43770,0.0,0.0
2119,best chinese shopping apps,50,-1,true,239,sogou,43770,0.0,0.0
2123,icp register,1300,23,false,22,fliggy,6960,1.0,0.603641
2127,warehousing in china,170,43,false,15,china food delivery app,2550,1.0,0.997569
2128,cross border e-commerce platform,320,52,false,76,china cross,12460,0.460765,0.704906
2129,whatsapp vs wechat,110,28,false,182,hylink,55540,0.822509,0.981933
2133,chinese data privacy laws,110,22,false,17,chinese data privacy laws,990,1.0,0.895423
2137,china tiktok trend,30,15,false,39,china's tiktok,12770,0.508049,0.717361
2139,china online shopping,880,59,false,21,chinese online shopping,12160,1.0,0.891961
2148,chinese amazon equivalent,590,48,false,27,chinese amazon equivalent,2520,0.850086,0.782227
2150,skincare china,50,49,false,61,chinese beauty brands,7930,1.0,0.873949
2160,live shopping china,30,42,false,35,chinese streaming platforms,3380,0.283642,0.741336
2161,wechat marketing services,40,28,false,182,hylink,55540,1.0,0.981933
2162,e commerce companies in china,70,52,false,76,china cross,12460,1.0,0.704906
2163,how to advertise on wechat,30,28,false,182,hylink,55540,1.0,0.981933
2164,main search engine in china,50,5,false,52,chinese search engine,18000,1.0,0.908227
2165,livestream shopping china,30,42,false,35,chinese streaming platforms,3380,0.395051,0.741336
2166,daigou,260,-1,true,239,sogou,43770,0.0,0.0
2167,alcohol laws china,50,53,false,61,imported spirits,18360,1.0,0.9118
2168,bilibili china,320,33,false,14,what is bilibili,2260,1.0,0.909239
2169,wechat apple pay,30,25,false,13,wechat pay,11850,1.0,0.980474
2170,wechat monthly users,30,28,false,182,hylink,55540,1.0,0.981933
2172,chinese subcultures,90,50,false,29,what is 996 culture,1920,0.118097,0.582862
2173,what is red book app,20,17,false,48,what is little red book,8520,1.0,0.937275
2175,wechat vs weibo,30,28,false,182,hylink,55540,0.822509,0.981933
2176,how to set up wechat id,40,28,false,182,hylink,55540,1.0,0.981933
2177,bilibili live streaming,40,33,false,14,what is bilibili,2260,1.0,0.909239
2178,shopping app in china,30,-1,true,239,sogou,43770,0.0,0.0
2181,chinese phone number for douyin,20,37,false,12,what is douyin,2840,1.0,1.0
2182,set up alipay,110,27,false,22,wechat mini programs,2410,0.588302,0.832545
2185,rednote monetization,110,16,false,28,rednote chinese name,5400,1.0,0.63899
2186,xiaohongshu chinese,50,32,false,45,xiaohongshu,78650,0.623311,0.660984
2188,xiaohongshu in english,170,32,false,45,xiaohongshu,78650,0.859426,0.660984
2190,china b2b marketplace,30,-1,true,239,sogou,43770,0.0,0.0
2193,chinese ecommerce market share,30,52,false,76,china cross,12460,0.680207,0.704906
2198,china supplement,170,-1,true,239,sogou,43770,0.0,0.0
2203,buying online in china,260,59,false,21,chinese online shopping,12160,1.0,0.891961
2219,rednote chinese,210,16,false,28,rednote chinese name,5400,0.515226,0.63899
2221,china's payment system,50,26,false,34,payment in china,2240,1.0,0.786265
2222,use of wechat,70,28,false,182,hylink,55540,1.0,0.981933
2225,china facebook alternative,20,35,false,107,chinese social media,16720,0.898464,0.976552
2226,how does wechat work,140,28,false,182,hylink,55540,1.0,0.981933
2227,kols marketing,170,56,false,29,marketing kol,4290,0.460005,0.70558
2228,social media and china,720,35,false,107,chinese social media,16720,1.0,0.976552
2231,kwai #videos,320,62,false,57,china market,39670,0.735219,0.935614
2236,what is douyin style,320,37,false,12,what is douyin,2840,1.0,1.0
2238,influencers kol,140,3,false,22,chinese influencers,2450,0.600019,0.810303
2246,china store online,880,59,false,21,chinese online shopping,12160,0.945941,0.891961
2248,icp filing,50,23,false,22,fliggy,6960,1.0,0.603641
2261,how to setup wechat,70,28,false,182,hylink,55540,1.0,0.981933
2267,when is singles day,1000,19,false,25,single day 2025,7500,1.0,0.885399
2270,toutiao news,30,2,false,14,dianping,3560,0.991171,0.989164
2275,lululemon case study,40,-1,true,239,sogou,43770,0.0,0.0
2276,what is xiaohongshu,480,32,false,45,xiaohongshu,78650,0.489613,0.660984
2278,xiaohongshu company,30,32,false,45,xiaohongshu,78650,0.609444,0.660984
2282,the red book app,20,17,false,48,what is little red book,8520,1.0,0.937275
2283,chinese social media marketing,30,35,false,107,chinese social media,16720,0.909213,0.976552
2286,chinese 3pl,40,43,false,15,china food delivery app,2550,1.0,0.997569
2287,xiao hong shu meaning,1000,31,false,17,xiao hong shu,112970,1.0,0.931252
2294,lancome china,50,49,false,61,chinese beauty brands,7930,1.0,0.873949
2300,xi hong shu,30,31,false,17,xiao hong shu,112970,1.0,0.931252
2302,does facebook messenger work in china,30,35,false,107,chinese social media,16720,1.0,0.976552
2304,is there a middle class in china,50,9,false,24,average wage china,29410,1.0,0.800411
2309,red book app,1000,17,false,48,what is little red book,8520,1.0,0.937275
2311,wechat users number,30,28,false,182,hylink,55540,1.0,0.981933
2312,weimob,110,24,false,55,weidian,12300,0.669425,0.896853
2313,xiaohongshu rules,40,32,false,45,xiaohongshu,78650,1.0,0.660984
2318,wechat features,140,28,false,182,hylink,55540,1.0,0.981933
2323,alipay setup,110,27,false,22,wechat mini programs,2410,0.588302,0.832545
2324,qq social media,110,35,false,107,chinese social media,16720,1.0,0.976552
2325,taobao china site,40,12,false,47,taobao mall,19270,0.459917,0.622651
2326,kol influencer marketing,40,3,false,22,chinese influencers,2450,1.0,0.810303
2333,smartphone market china,40,-1,true,239,sogou,43770,0.0,0.0
2340,cross border e commerce platforms,320,52,false,76,china cross,12460,0.460765,0.704906
2349,china data protection law,110,22,false,17,chinese data privacy laws,990,1.0,0.895423
2360,internet use in china,70,-1,true,239,sogou,43770,0.0,0.0
2367,china cosmetic brand,30,49,false,61,chinese beauty brands,7930,0.630329,0.873949
2368,average wage china,6600,9,false,24,average wage china,29410,0.575899,0.800411
2370,idle fish alibaba,30,-1,true,239,sogou,43770,0.0,0.0
2374,monster energy in china,40,53,false,61,imported spirits,18360,1.0,0.9118
2388,china gift giving,50,7,false,34,chinese new year by sales,4430,0.723369,0.62116
2390,market entry services,30,56,false,29,marketing kol,4290,1.0,0.70558
2393,dianping english,90,2,false,14,dianping,3560,1.0,0.989164
2401,internet laws china,20,-1,true,239,sogou,43770,0.0,0.0
2409,costco china,1900,34,false,26,costco china,14700,1.0,0.692672
2411,blue ocean china,2400,58,false,15,blue ocean china,3550,0.968701,0.991995
2416,chinese consulting firms,40,30,false,33,guanxi,4300,1.0,0.657557
2420,consumer electronics in china,70,44,false,16,ikea china,1420,1.0,0.938969
2422,que es douyin,40,37,false,12,what is douyin,2840,1.0,1.0
2424,kol influencers,140,3,false,22,chinese influencers,2450,1.0,0.810303
2426,influencer marketing luxury brands,30,68,false,26,luxury goods china,9540,0.48528,0.759174
2431,11 11 singles day,210,20,false,28,11-11 day,4080,1.0,0.726205
2432,singles day sales 2025,70,19,false,25,single day 2025,7500,1.0,0.885399
2437,rednote chinese name,1600,16,false,28,rednote chinese name,5400,0.422015,0.63899
2438,skin care in china,50,49,false,61,chinese beauty brands,7930,1.0,0.873949
2445,china online retail,70,60,false,15,china retail,4860,1.0,0.998199
2450,shopping apps china,30,-1,true,239,sogou,43770,0.0,0.0
2472,taobao what is,880,12,false,47,taobao mall,19270,1.0,0.622651
2473,tmo company,70,11,false,36,tmall site,21260,0.448387,0.781541
2476,little red note app,170,17,false,48,what is little red book,8520,0.870088,0.937275
2478,advertising chinese,40,-1,true,239,sogou,43770,0.0,0.0
2480,china most popular apps,70,35,false,107,chinese social media,16720,1.0,0.976552
2482,wechat search id,40,28,false,182,hylink,55540,0.961098,0.981933
2484,how to verify wechat account,70,28,false,182,hylink,55540,1.0,0.981933
2486,tencent search engine,30,5,false,52,chinese search engine,18000,1.0,0.908227
2488,songmont brand,90,70,false,13,china luxury brands,2920,1.0,0.999888
2489,group buy platform,50,-1,true,239,sogou,43770,0.0,0.0
2490,wechat ownership,170,28,false,182,hylink,55540,1.0,0.981933
2491,wechat with facebook,170,28,false,182,hylink,55540,1.0,0.981933
2493,rednote rules,10,16,false,28,rednote chinese name,5400,1.0,0.63899
2494,weixin payment,320,25,false,13,wechat pay,11850,1.0,0.980474
2495,sportswear in china,480,67,false,13,chinese sportswear brands,2740,1.0,0.999644
2496,how to post in wechat,30,28,false,182,hylink,55540,1.0,0.981933
2498,wechat function,50,28,false,182,hylink,55540,1.0,0.981933
2500,wechat revenue,30,28,false,182,hylink,55540,1.0,0.981933
2502,how to set up alipay,210,27,false,22,wechat mini programs,2410,0.588302,0.832545
2509,618 shopping festival,40,20,false,28,11-11 day,4080,0.304424,0.726205
2510,singles day nov 11,170,20,false,28,11-11 day,4080,0.581406,0.726205
2512,fashion china,50,66,false,24,china fashion,3380,0.756607,0.783484
2518,singles day chinese,90,19,false,25,single day 2025,7500,1.0,0.885399
2520,pinduoduo subsidiaries,50,21,false,14,dewu,1660,1.0,0.983396
2522,singles day 11 11,210,20,false,28,11-11 day,4080,1.0,0.726205
2525,china animal testing,110,-1,true,239,sogou,43770,0.0,0.0
2527,pipl law,30,23,false,22,fliggy,6960,0.18074,0.603641
2529,china supplements,170,-1,true,239,sogou,43770,0.0,0.0
2535,vertical e-commerce,50,-1,true,239,sogou,43770,0.0,0.0
2547,chinese app red book,20,17,false,48,what is little red book,8520,1.0,0.937275
2551,lyfen china,30,62,false,57,china market,39670,1.0,0.935614
2552,what do we sell to china,170,39,false,14,what do we sell to china,1000,1.0,0.916743
2558,set up company china,70,40,false,26,register company in china,2240,0.819252,0.823878
2560,wechat articles,30,28,false,182,hylink,55540,1.0,0.981933
2563,ecommerce sales data,30,52,false,76,china cross,12460,0.403907,0.704906
2568,douyin chinese,480,38,false,39,douyin,119660,0.558414,0.714357
2573,color meaning in china,140,1,false,26,what does the color red symbolize in china,2640,0.887847,0.894708
2577,what is chinese tik tok,40,15,false,39,china's tiktok,12770,0.704887,0.717361
2580,wechat business,170,28,false,182,hylink,55540,1.0,0.981933
2582,alibaba's singles day,50,19,false,25,single day 2025,7500,0.781728,0.885399
2583,digital marketing agencies in china,170,64,false,23,digital marketing agency in china,2240,0.622037,0.882914
2584,chinese shopping sites,2900,59,false,21,chinese online shopping,12160,0.565956,0.891961
2585,red china app,170,17,false,48,what is little red book,8520,0.718069,0.937275
2586,subcultures in china,40,50,false,29,what is 996 culture,1920,0.118097,0.582862
2587,how to set up a wechat group,170,28,false,182,hylink,55540,1.0,0.981933
2599,baidu what is it,40,14,false,21,baidu tieba,3970,1.0,0.998668
2603,animal testing china,110,-1,true,239,sogou,43770,0.0,0.0
2604,weibo and wechat,110,28,false,182,hylink,55540,0.822509,0.981933
2608,starbucks competition in china,90,53,false,61,imported spirits,18360,0.859468,0.9118
2611,baidu meaning,110,14,false,21,baidu tieba,3970,1.0,0.998668
2641,996 china meaning,50,62,false,57,china market,39670,1.0,0.935614
2650,littlered tiktok,30,15,false,39,china's tiktok,12770,0.309657,0.717361
2679,pipl china,170,23,false,22,fliggy,6960,0.174396,0.603641
2686,wechat or whatsapp,30,28,false,182,hylink,55540,0.767092,0.981933
2687,chinese data privacy law,70,22,false,17,chinese data privacy laws,990,1.0,0.895423
2692,adidas and china,140,67,false,13,chinese sportswear brands,2740,1.0,0.999644
2703,wechat functionality,50,28,false,182,hylink,55540,1.0,0.981933
2704,meituan china,70,2,false,14,dianping,3560,1.0,0.989164
2712,middle class in china percentage,50,9,false,24,average wage china,29410,1.0,0.800411
2714,e-commerce in china,70,52,false,76,china cross,12460,1.0,0.704906
2717,chinese payment apps,140,26,false,34,payment in china,2240,0.711649,0.786265
2718,singles day november 11,170,20,false,28,11-11 day,4080,1.0,0.726205
2719,china 11.11,50,20,false,28,11-11 day,4080,0.446221,0.726205
2722,singles day sale 2025,70,19,false,25,single day 2025,7500,1.0,0.885399
2723,b2b sites in china,30,-1,true,239,sogou,43770,0.0,0.0
2726,what is the chinese version of amazon,50,48,false,27,chinese amazon equivalent,2520,1.0,0.782227
2727,what is 11/11 day,50,20,false,28,11-11 day,4080,1.0,0.726205
2732,most popular apps china,70,35,false,107,chinese social media,16720,1.0,0.976552
2734,11/11 china,390,20,false,28,11-11 day,4080,0.446221,0.726205
2739,is judydoll chinese,70,51,false,51,jing dong,19110,0.406462,0.639117
2741,ideal beauty in china,170,47,false,17,chinese beauty ideal,6270,1.0,0.915839
2747,china cross,720,52,false,76,china cross,12460,0.460765,0.704906
2772,wechat chinese apps,90,35,false,107,chinese social media,16720,1.0,0.976552
2780,online store alibaba,260,-1,true,239,sogou,43770,0.0,0.0
2781,wechat user number,30,28,false,182,hylink,55540,1.0,0.981933
